,Vdc,Idc,Pac
2019-09-08 11:00:00+00:00,546.0,79.5400009155,42482.0
2019-09-08 11:15:00+00:00,538.0,90.9100036621,47890.0
2019-09-08 11:30:00+00:00,535.0,56.0499992371,29145.0
2019-09-08 11:45:00+00:00,560.0,59.6100006104,32540.0
2019-09-08 12:00:00+00:00,546.0,62.3199996948,33269.0
2019-09-08 12:15:00+00:00,532.0,81.0500030518,42226.0
2019-09-08 12:30:00+00:00,541.0,85.7200012207,45497.0
2019-09-08 12:45:00+00:00,539.0,84.9400024414,44809.0
2019-09-08 13:00:00+00:00,525.0,95.5299987793,49098.0
2019-09-08 13:15:00+00:00,529.0,89.1600036621,46192.0
2019-09-08 13:30:00+00:00,521.0,106.3300018311,54331.0
2019-09-08 13:45:00+00:00,535.0,45.0,23316.0
2019-09-08 14:00:00+00:00,547.0,87.7900009155,46937.0
2019-09-08 14:15:00+00:00,544.0,49.1199989319,26124.0
2019-09-08 14:30:00+00:00,555.0,78.7099990845,42783.0
2019-09-08 14:45:00+00:00,549.0,78.1900024414,42072.0
2019-09-08 15:00:00+00:00,547.0,77.9300003052,41726.0
2019-09-08 15:15:00+00:00,548.0,63.9300003052,34332.0
2019-09-08 15:30:00+00:00,562.0,56.2099990845,30929.0
2019-09-08 15:45:00+00:00,561.0,62.9399986267,34611.0
2019-09-08 16:00:00+00:00,564.0,48.5,26744.0
2019-09-08 16:15:00+00:00,568.0,39.5499992371,21887.0
2019-09-08 16:30:00+00:00,581.0,34.7299995422,19635.0
2019-09-08 16:45:00+00:00,580.0,37.8800010681,21454.0
2019-09-08 17:00:00+00:00,585.0,28.8700008392,16396.0
2019-09-08 17:15:00+00:00,586.0,29.5799999237,16835.0
2019-09-08 17:30:00+00:00,582.0,17.25,9591.0
2019-09-08 17:45:00+00:00,585.0,12.1000003815,6614.0
2019-09-08 18:00:00+00:00,577.0,6.1900000572,3131.0
2019-09-08 18:15:00+00:00,541.0,3.25,1328.0
2019-09-08 18:30:00+00:00,529.0,0.9200000167,101.0
2019-09-08 18:45:00+00:00,588.0,-0.0799999982,-20.0
2019-09-09 05:30:00+00:00,491.0,0.0299999993,2.0
2019-09-09 05:45:00+00:00,603.0,0.0599999987,1.0
2019-09-09 06:00:00+00:00,563.0,0.7400000095,76.0
2019-09-09 06:15:00+00:00,559.0,2.4000000954000003,806.0
2019-09-09 06:30:00+00:00,592.0,3.2699999808999998,1364.0
2019-09-09 06:45:00+00:00,616.0,3.9100000858,1813.0
2019-09-09 07:00:00+00:00,627.0,6.2300000191,3273.0
2019-09-09 07:15:00+00:00,630.0,10.2100000381,5739.0
2019-09-09 07:30:00+00:00,631.0,15.7899999619,9217.0
2019-09-09 07:45:00+00:00,639.0,23.1200008392,13931.0
2019-09-09 08:00:00+00:00,634.0,36.1399993896,21932.0
2019-09-09 08:15:00+00:00,618.0,21.3799991608,12477.0
2019-09-09 08:30:00+00:00,625.0,29.2900009155,17524.0
2019-09-09 08:45:00+00:00,616.0,42.2900009155,25098.0
2019-09-09 09:00:00+00:00,606.0,52.0699996948,30460.0
2019-09-09 09:15:00+00:00,587.0,49.0,27864.0
2019-09-09 09:30:00+00:00,593.0,39.5999984741,22691.0
2019-09-09 09:45:00+00:00,586.0,63.0,35797.0
2019-09-09 10:00:00+00:00,575.0,44.4799995422,24804.0
2019-09-09 10:15:00+00:00,580.0,63.1100006104,35421.0
2019-09-09 10:30:00+00:00,562.0,64.9000015259,35493.0
2019-09-09 10:45:00+00:00,554.0,83.7799987793,45280.0
2019-09-09 11:00:00+00:00,553.0,53.6899986267,28954.0
2019-09-09 11:15:00+00:00,569.0,42.7799987793,23764.0
2019-09-09 11:30:00+00:00,569.0,69.1999969482,38327.0
2019-09-09 11:45:00+00:00,557.0,64.1100006104,34945.0
2019-09-09 12:00:00+00:00,551.0,75.1200027466,40564.0
2019-09-09 12:15:00+00:00,553.0,73.4899978638,39770.0
2019-09-09 12:30:00+00:00,550.0,77.9499969482,41983.0
2019-09-09 12:45:00+00:00,546.0,86.2200012207,46128.0
2019-09-09 13:00:00+00:00,538.0,86.8499984741,45791.0
2019-09-09 13:15:00+00:00,541.0,86.0,45563.0
2019-09-09 13:30:00+00:00,539.0,83.9899978638,44346.0
2019-09-09 13:45:00+00:00,541.0,70.1399993896,37176.0
2019-09-09 14:00:00+00:00,555.0,53.5099983215,29041.0
2019-09-09 14:15:00+00:00,564.0,45.3699989319,24991.0
2019-09-09 14:30:00+00:00,572.0,44.6100006104,24884.0
2019-09-09 14:45:00+00:00,574.0,51.9000015259,29144.0
2019-09-09 15:00:00+00:00,566.0,64.4000015259,35659.0
2019-09-09 15:15:00+00:00,567.0,48.2599983215,26812.0
2019-09-09 15:30:00+00:00,574.0,40.5800018311,22737.0
2019-09-09 15:45:00+00:00,581.0,41.0699996948,23270.0
2019-09-09 16:00:00+00:00,590.0,31.8199996948,17913.0
2019-09-09 16:15:00+00:00,585.0,21.0400009155,11501.0
2019-09-09 16:30:00+00:00,577.0,14.5,7731.0
2019-09-09 16:45:00+00:00,571.0,8.6700000763,4343.0
2019-09-09 17:00:00+00:00,574.0,7.4800000191,3679.0
2019-09-09 17:15:00+00:00,581.0,9.279999733,4778.0
2019-09-09 17:30:00+00:00,582.0,9.0799999237,4672.0
2019-09-09 17:45:00+00:00,567.0,5.9099998474,2769.0
2019-09-09 18:00:00+00:00,550.0,3.3800001144,1316.0
2019-09-09 18:15:00+00:00,524.0,1.7000000477000001,360.0
2019-09-09 18:30:00+00:00,564.0,-0.009999999800000001,-59.0
2019-09-10 05:45:00+00:00,530.0,0.0399999991,3.0
2019-09-10 06:00:00+00:00,585.0,0.3199999928,11.0
2019-09-10 06:15:00+00:00,484.0,1.5099999905,267.0
2019-09-10 06:30:00+00:00,548.0,2.1400001049,643.0
2019-09-10 06:45:00+00:00,579.0,4.0,1786.0
2019-09-10 07:00:00+00:00,614.0,7.1300001144,3784.0
2019-09-10 07:15:00+00:00,619.0,12.3500003815,6975.0
2019-09-10 07:30:00+00:00,628.0,13.4200000763,7543.0
2019-09-10 07:45:00+00:00,625.0,18.75,10816.0
2019-09-10 08:00:00+00:00,616.0,22.2800006866,12829.0
2019-09-10 08:15:00+00:00,620.0,31.8700008392,18762.0
2019-09-10 08:30:00+00:00,615.0,36.5999984741,21490.0
2019-09-10 08:45:00+00:00,605.0,43.1800003052,25089.0
2019-09-10 09:00:00+00:00,592.0,48.5499992371,27704.0
2019-09-10 09:15:00+00:00,585.0,62.1199989319,35126.0
2019-09-10 09:30:00+00:00,575.0,50.3199996948,28094.0
2019-09-10 09:45:00+00:00,570.0,74.7300033569,41302.0
2019-09-10 10:00:00+00:00,553.0,74.8899993896,40344.0
2019-09-10 10:15:00+00:00,563.0,39.1899986267,21357.0
2019-09-10 10:30:00+00:00,579.0,30.7199993134,17109.0
2019-09-10 10:45:00+00:00,588.0,31.4699993134,17796.0
2019-09-10 11:00:00+00:00,587.0,38.1800003052,21661.0
2019-09-10 11:15:00+00:00,581.0,47.2099990845,26685.0
2019-09-10 11:30:00+00:00,578.0,42.0,23584.0
2019-09-10 11:45:00+00:00,580.0,53.3699989319,30090.0
2019-09-10 12:00:00+00:00,561.0,81.1100006104,44289.0
2019-09-10 12:15:00+00:00,527.0,106.3099975586,54766.0
2019-09-10 12:30:00+00:00,539.0,43.4199981689,22588.0
2019-09-10 12:45:00+00:00,566.0,53.1300010681,29311.0
2019-09-10 13:00:00+00:00,568.0,50.2299995422,27756.0
2019-09-10 13:15:00+00:00,565.0,64.4899978638,35389.0
2019-09-10 13:30:00+00:00,562.0,43.6199989319,23731.0
2019-09-10 13:45:00+00:00,564.0,82.3600006104,44936.0
2019-09-10 14:00:00+00:00,553.0,56.9900016785,30654.0
2019-09-10 14:15:00+00:00,570.0,49.7700004578,27601.0
2019-09-10 14:30:00+00:00,561.0,82.0,44902.0
2019-09-10 14:45:00+00:00,547.0,84.5500030518,45283.0
2019-09-10 15:00:00+00:00,556.0,55.5200004578,30034.0
2019-09-10 15:15:00+00:00,577.0,55.4000015259,31181.0
2019-09-10 15:30:00+00:00,572.0,29.7399997711,16342.0
2019-09-10 15:45:00+00:00,586.0,28.1700000763,15835.0
2019-09-10 16:00:00+00:00,586.0,27.6499996185,15553.0
2019-09-10 16:15:00+00:00,584.0,19.6900005341,10895.0
2019-09-10 16:30:00+00:00,580.0,11.8599996567,6296.0
2019-09-10 16:45:00+00:00,582.0,10.7899999619,5695.0
2019-09-10 17:00:00+00:00,575.0,7.8099999428,3928.0
2019-09-10 17:15:00+00:00,555.0,4.8299999237,2146.0
2019-09-10 17:30:00+00:00,576.0,6.2199997902,3013.0
2019-09-10 17:45:00+00:00,561.0,4.3000001907,1852.0
2019-09-10 18:00:00+00:00,556.0,3.6500000954000003,1458.0
2019-09-10 18:15:00+00:00,549.0,2.4500000477,798.0
2019-09-10 18:30:00+00:00,554.0,0.8000000119,45.0
2019-09-10 18:45:00+00:00,532.0,-0.0599999987,0.0
2019-09-11 05:30:00+00:00,466.0,0.0,6.0
2019-09-11 05:45:00+00:00,568.0,0.0299999993,2.0
2019-09-11 06:00:00+00:00,592.0,0.4499999881,51.0
2019-09-11 06:15:00+00:00,565.0,1.8799999952,554.0
2019-09-11 06:30:00+00:00,589.0,2.9800000191000002,1196.0
2019-09-11 06:45:00+00:00,610.0,3.7699999808999998,1712.0
2019-09-11 07:00:00+00:00,624.0,5.7100000381000005,2948.0
2019-09-11 07:15:00+00:00,622.0,9.3999996185,5191.0
2019-09-11 07:30:00+00:00,624.0,14.25,8197.0
2019-09-11 07:45:00+00:00,633.0,19.8099994659,11767.0
2019-09-11 08:00:00+00:00,629.0,25.4699993134,15197.0
2019-09-11 08:15:00+00:00,622.0,31.3500003815,18602.0
2019-09-11 08:30:00+00:00,616.0,37.5,22211.0
2019-09-11 08:45:00+00:00,608.0,43.1500015259,25312.0
2019-09-11 09:00:00+00:00,594.0,47.4500007629,27274.0
2019-09-11 09:15:00+00:00,586.0,51.7599983215,29419.0
2019-09-11 09:30:00+00:00,576.0,56.5900001526,31693.0
2019-09-11 09:45:00+00:00,567.0,65.3199996948,36048.0
2019-09-11 10:00:00+00:00,557.0,69.1399993896,37583.0
2019-09-11 10:15:00+00:00,552.0,72.0999984741,38862.0
2019-09-11 10:30:00+00:00,548.0,74.3099975586,39814.0
2019-09-11 10:45:00+00:00,544.0,78.0400009155,41522.0
2019-09-11 11:00:00+00:00,537.0,84.7300033569,44651.0
2019-09-11 11:15:00+00:00,535.0,82.7099990845,43413.0
2019-09-11 11:30:00+00:00,543.0,83.3199996948,44307.0
2019-09-11 11:45:00+00:00,540.0,81.6900024414,43236.0
2019-09-11 12:00:00+00:00,535.0,92.3000030518,48394.0
2019-09-11 12:15:00+00:00,528.0,93.8099975586,48604.0
2019-09-11 12:30:00+00:00,527.0,93.7300033569,48430.0
2019-09-11 12:45:00+00:00,524.0,93.7200012207,48134.0
2019-09-11 13:00:00+00:00,522.0,93.5500030518,47895.0
2019-09-11 13:15:00+00:00,519.0,91.2200012207,46435.0
2019-09-11 13:30:00+00:00,521.0,90.3300018311,46173.0
2019-09-11 13:45:00+00:00,524.0,89.2600021362,45908.0
2019-09-11 14:00:00+00:00,524.0,87.4700012207,44997.0
2019-09-11 14:15:00+00:00,523.0,85.0699996948,43726.0
2019-09-11 14:30:00+00:00,528.0,82.0899963379,42527.0
2019-09-11 14:45:00+00:00,533.0,78.6299972534,41117.0
2019-09-11 15:00:00+00:00,537.0,74.9599990845,39522.0
2019-09-11 15:15:00+00:00,542.0,60.8899993896,32308.0
2019-09-11 15:30:00+00:00,552.0,58.5099983215,31581.0
2019-09-11 15:45:00+00:00,554.0,46.9799995422,25467.0
2019-09-11 16:00:00+00:00,565.0,56.0800018311,31061.0
2019-09-11 16:15:00+00:00,563.0,38.2000007629,20994.0
2019-09-11 16:30:00+00:00,573.0,44.3499984741,24816.0
2019-09-11 16:45:00+00:00,573.0,38.3899993896,21450.0
2019-09-11 17:00:00+00:00,575.0,28.3199996948,15800.0
2019-09-11 17:15:00+00:00,577.0,21.1200008392,11700.0
2019-09-11 17:30:00+00:00,572.0,13.4499998093,7254.0
2019-09-11 17:45:00+00:00,555.0,6.2300000191,3048.0
2019-09-11 18:00:00+00:00,531.0,2.4700000286,900.0
2019-09-11 18:15:00+00:00,502.0,1.7000000477000001,444.0
2019-09-11 18:30:00+00:00,535.0,0.43000000720000003,-21.0
2019-09-11 18:45:00+00:00,505.0,-0.0700000003,2.0
2019-09-12 05:30:00+00:00,462.0,0.0700000003,-3.0
2019-09-12 05:45:00+00:00,566.0,0.0599999987,3.0
2019-09-12 06:00:00+00:00,625.0,0.1899999976,-20.0
2019-09-12 06:15:00+00:00,505.0,1.6599999666,309.0
2019-09-12 06:30:00+00:00,577.0,2.3800001144,793.0
2019-09-12 06:45:00+00:00,596.0,3.2699999808999998,1344.0
2019-09-12 07:00:00+00:00,611.0,5.2300000191,2570.0
2019-09-12 07:15:00+00:00,619.0,8.8900003433,4840.0
2019-09-12 07:30:00+00:00,622.0,13.8299999237,7899.0
2019-09-12 07:45:00+00:00,628.0,19.0499992371,11185.0
2019-09-12 08:00:00+00:00,627.0,24.6499996185,14635.0
2019-09-12 08:15:00+00:00,618.0,30.6000003815,18049.0
2019-09-12 08:30:00+00:00,614.0,36.3100013733,21386.0
2019-09-12 08:45:00+00:00,603.0,41.9500007629,24392.0
2019-09-12 09:00:00+00:00,591.0,47.6599998474,27220.0
2019-09-12 09:15:00+00:00,583.0,52.8400001526,29845.0
2019-09-12 09:30:00+00:00,575.0,57.9599990845,32366.0
2019-09-12 09:45:00+00:00,567.0,62.7000007629,34608.0
2019-09-12 10:00:00+00:00,560.0,67.4100036621,36761.0
2019-09-12 10:15:00+00:00,553.0,71.5400009155,38638.0
2019-09-12 10:30:00+00:00,546.0,75.1200027466,40125.0
2019-09-12 10:45:00+00:00,540.0,78.5800018311,41567.0
2019-09-12 11:00:00+00:00,538.0,81.5500030518,42972.0
2019-09-12 11:15:00+00:00,531.0,84.4599990845,43909.0
2019-09-12 11:30:00+00:00,527.0,86.7799987793,44812.0
2019-09-12 11:45:00+00:00,523.0,88.7600021362,45460.0
2019-09-12 12:00:00+00:00,524.0,90.25,46294.0
2019-09-12 12:15:00+00:00,523.0,91.0500030518,46625.0
2019-09-12 12:30:00+00:00,523.0,91.6699981689,46964.0
2019-09-12 12:45:00+00:00,520.0,92.0,46899.0
2019-09-12 13:00:00+00:00,519.0,91.8799972534,46755.0
2019-09-12 13:15:00+00:00,521.0,90.9100036621,46381.0
2019-09-12 13:30:00+00:00,522.0,89.5500030518,45798.0
2019-09-12 13:45:00+00:00,523.0,88.1299972534,45216.0
2019-09-12 14:00:00+00:00,523.0,86.0199966431,44060.0
2019-09-12 14:15:00+00:00,527.0,83.4400024414,43123.0
2019-09-12 14:30:00+00:00,532.0,80.5400009155,41974.0
2019-09-12 14:45:00+00:00,534.0,77.1999969482,40428.0
2019-09-12 15:00:00+00:00,536.0,73.4599990845,38563.0
2019-09-12 15:15:00+00:00,541.0,69.2600021362,36714.0
2019-09-12 15:30:00+00:00,544.0,65.0100021362,34612.0
2019-09-12 15:45:00+00:00,549.0,60.2599983215,32347.0
2019-09-12 16:00:00+00:00,553.0,55.0099983215,29778.0
2019-09-12 16:15:00+00:00,556.0,49.5600013733,26915.0
2019-09-12 16:30:00+00:00,560.0,43.4700012207,23759.0
2019-09-12 16:45:00+00:00,566.0,37.3199996948,20613.0
2019-09-12 17:00:00+00:00,568.0,31.2600002289,17235.0
2019-09-12 17:15:00+00:00,569.0,24.8999996185,13673.0
2019-09-12 17:30:00+00:00,569.0,16.4200000763,8894.0
2019-09-12 17:45:00+00:00,555.0,8.2299995422,4122.0
2019-09-12 18:00:00+00:00,520.0,3.4600000381,1392.0
2019-09-12 18:15:00+00:00,489.0,1.6000000238,375.0
2019-09-12 18:30:00+00:00,543.0,0.23999999460000002,-44.0
2019-09-12 18:45:00+00:00,500.0,-0.0399999991,2.0
2019-09-13 05:30:00+00:00,460.0,0.0599999987,3.0
2019-09-13 05:45:00+00:00,563.0,0.0599999987,1.0
2019-09-13 06:00:00+00:00,623.0,0.1400000006,-24.0
2019-09-13 06:15:00+00:00,498.0,1.6100000143000002,305.0
2019-09-13 06:30:00+00:00,558.0,2.3900001049,774.0
2019-09-13 06:45:00+00:00,586.0,3.2799999714,1353.0
2019-09-13 07:00:00+00:00,612.0,5.3000001907,2647.0
2019-09-13 07:15:00+00:00,614.0,8.7399997711,4721.0
2019-09-13 07:30:00+00:00,618.0,13.4200000763,7603.0
2019-09-13 07:45:00+00:00,624.0,18.5799999237,10851.0
2019-09-13 08:00:00+00:00,622.0,24.1100006104,14195.0
2019-09-13 08:15:00+00:00,616.0,29.9400005341,17614.0
2019-09-13 08:30:00+00:00,609.0,35.6899986267,20853.0
2019-09-13 08:45:00+00:00,596.0,41.5900001526,23903.0
2019-09-13 09:00:00+00:00,588.0,46.9399986267,26711.0
2019-09-13 09:15:00+00:00,580.0,52.0900001526,29272.0
2019-09-13 09:30:00+00:00,572.0,57.1100006104,31775.0
2019-09-13 09:45:00+00:00,565.0,61.9799995422,34116.0
2019-09-13 10:00:00+00:00,558.0,66.3799972534,36127.0
2019-09-13 10:15:00+00:00,550.0,70.5500030518,37943.0
2019-09-13 10:30:00+00:00,544.0,74.1299972534,39497.0
2019-09-13 10:45:00+00:00,539.0,77.6200027466,41043.0
2019-09-13 11:00:00+00:00,532.0,80.7300033569,42161.0
2019-09-13 11:15:00+00:00,527.0,83.5500030518,43179.0
2019-09-13 11:30:00+00:00,524.0,85.6100006104,44038.0
2019-09-13 11:45:00+00:00,519.0,87.6299972534,44608.0
2019-09-13 12:00:00+00:00,518.0,89.2300033569,45319.0
2019-09-13 12:15:00+00:00,518.0,90.2600021362,45801.0
2019-09-13 12:30:00+00:00,514.0,90.8799972534,45861.0
2019-09-13 12:45:00+00:00,513.0,91.1800003052,45918.0
2019-09-13 13:00:00+00:00,512.0,90.7099990845,45460.0
2019-09-13 13:15:00+00:00,511.0,89.4499969482,44879.0
2019-09-13 13:30:00+00:00,513.0,88.8700027466,44682.0
2019-09-13 13:45:00+00:00,517.0,80.4599990845,40819.0
2019-09-13 14:00:00+00:00,519.0,82.2399978638,41896.0
2019-09-13 14:15:00+00:00,515.0,82.5899963379,41706.0
2019-09-13 14:30:00+00:00,514.0,83.8399963379,42266.0
2019-09-13 14:45:00+00:00,521.0,65.9100036621,33737.0
2019-09-13 15:00:00+00:00,533.0,65.6999969482,34354.0
2019-09-13 15:15:00+00:00,534.0,59.1899986267,30983.0
2019-09-13 15:30:00+00:00,547.0,44.7999992371,23929.0
2019-09-13 15:45:00+00:00,548.0,31.8099994659,16934.0
2019-09-13 16:00:00+00:00,553.0,19.8799991608,10525.0
2019-09-13 16:15:00+00:00,557.0,15.6800003052,8281.0
2019-09-13 16:30:00+00:00,559.0,14.6599998474,7758.0
2019-09-13 16:45:00+00:00,562.0,14.1599998474,7507.0
2019-09-13 17:00:00+00:00,556.0,10.779999733,5539.0
2019-09-13 17:15:00+00:00,557.0,7.6399998665,3819.0
2019-09-13 17:30:00+00:00,553.0,6.0599999428,2931.0
2019-09-13 17:45:00+00:00,541.0,4.8499999046,2201.0
2019-09-13 18:00:00+00:00,528.0,3.0699999332,1196.0
2019-09-13 18:15:00+00:00,490.0,1.5099999905,331.0
2019-09-13 18:30:00+00:00,558.0,-0.0399999991,-65.0
2019-09-14 05:45:00+00:00,459.0,0.0299999993,5.0
2019-09-14 06:00:00+00:00,554.0,0.0399999991,4.0
2019-09-14 06:15:00+00:00,540.0,0.7699999809,86.0
2019-09-14 06:30:00+00:00,547.0,2.0399999619,557.0
2019-09-14 06:45:00+00:00,563.0,3.5299999714,1404.0
2019-09-14 07:00:00+00:00,595.0,6.5100002289,3263.0
2019-09-14 07:15:00+00:00,608.0,9.3800001144,5055.0
2019-09-14 07:30:00+00:00,594.0,7.3699998856,3771.0
2019-09-14 07:45:00+00:00,579.0,4.8899998665,2271.0
2019-09-14 08:00:00+00:00,592.0,6.1300001144,3060.0
2019-09-14 08:15:00+00:00,601.0,9.6300001144,5156.0
2019-09-14 08:30:00+00:00,599.0,10.760000228900001,5805.0
2019-09-14 08:45:00+00:00,595.0,10.3699998856,5541.0
2019-09-14 09:00:00+00:00,599.0,12.3599996567,6755.0
2019-09-14 09:15:00+00:00,605.0,18.4099998474,10445.0
2019-09-14 09:30:00+00:00,605.0,36.1699981689,21035.0
2019-09-14 09:45:00+00:00,579.0,68.9800033569,38837.0
2019-09-14 10:00:00+00:00,560.0,66.8399963379,36513.0
2019-09-14 10:15:00+00:00,561.0,33.0200004578,17974.0
2019-09-14 10:30:00+00:00,576.0,48.5499992371,27248.0
2019-09-14 10:45:00+00:00,551.0,82.5599975586,44494.0
2019-09-14 11:00:00+00:00,548.0,55.3499984741,29685.0
2019-09-14 11:15:00+00:00,555.0,49.2000007629,26731.0
2019-09-14 11:30:00+00:00,556.0,47.25,25701.0
2019-09-14 11:45:00+00:00,561.0,44.2599983215,24285.0
2019-09-14 12:00:00+00:00,561.0,47.75,26211.0
2019-09-14 12:15:00+00:00,559.0,37.8300018311,20646.0
2019-09-14 12:30:00+00:00,564.0,29.4099998474,16083.0
2019-09-14 12:45:00+00:00,573.0,33.0099983215,18404.0
2019-09-14 13:00:00+00:00,572.0,39.0099983215,21783.0
2019-09-14 13:15:00+00:00,566.0,36.0200004578,19843.0
2019-09-14 13:30:00+00:00,564.0,33.8400001526,18573.0
2019-09-14 13:45:00+00:00,563.0,47.5699996948,26184.0
2019-09-14 14:00:00+00:00,552.0,57.3199996948,30983.0
2019-09-14 14:15:00+00:00,545.0,66.0899963379,35290.0
2019-09-14 14:30:00+00:00,529.0,85.0500030518,44098.0
2019-09-14 14:45:00+00:00,524.0,79.5500030518,40888.0
2019-09-14 15:00:00+00:00,546.0,33.2999992371,17676.0
2019-09-14 15:15:00+00:00,563.0,42.1800003052,23172.0
2019-09-14 15:30:00+00:00,558.0,69.3600006104,37885.0
2019-09-14 15:45:00+00:00,550.0,60.3800010681,32516.0
2019-09-14 16:00:00+00:00,555.0,43.9199981689,23813.0
2019-09-14 16:15:00+00:00,563.0,38.8499984741,21332.0
2019-09-14 16:30:00+00:00,566.0,36.5200004578,20148.0
2019-09-14 16:45:00+00:00,568.0,31.6900005341,17480.0
2019-09-14 17:00:00+00:00,568.0,24.8500003815,13633.0
2019-09-14 17:15:00+00:00,567.0,19.0499992371,10336.0
2019-09-14 17:30:00+00:00,567.0,13.0500001907,6943.0
2019-09-14 17:45:00+00:00,566.0,7.3600001335,3711.0
2019-09-14 18:00:00+00:00,545.0,4.3000001907,1900.0
2019-09-14 18:15:00+00:00,497.0,1.7400000095,453.0
2019-09-14 18:30:00+00:00,562.0,-0.019999999600000002,-67.0
2019-09-15 05:45:00+00:00,514.0,0.050000000700000005,1.0
2019-09-15 06:00:00+00:00,601.0,0.1599999964,5.0
2019-09-15 06:15:00+00:00,512.0,1.7899999619,413.0
2019-09-15 06:30:00+00:00,582.0,3.1400001049,1228.0
2019-09-15 06:45:00+00:00,600.0,4.7300000191,2217.0
2019-09-15 07:00:00+00:00,618.0,6.6700000763,3459.0
2019-09-15 07:15:00+00:00,622.0,9.2600002289,5074.0
2019-09-15 07:30:00+00:00,615.0,12.970000267,7266.0
2019-09-15 07:45:00+00:00,617.0,17.2999992371,9940.0
2019-09-15 08:00:00+00:00,619.0,22.0,12833.0
2019-09-15 08:15:00+00:00,614.0,26.9099998474,15703.0
2019-09-15 08:30:00+00:00,606.0,32.1699981689,18649.0
2019-09-15 08:45:00+00:00,599.0,37.1399993896,21371.0
2019-09-15 09:00:00+00:00,588.0,42.2900009155,23977.0
2019-09-15 09:15:00+00:00,580.0,47.4000015259,26623.0
2019-09-15 09:30:00+00:00,573.0,52.1199989319,28959.0
2019-09-15 09:45:00+00:00,565.0,57.7000007629,31677.0
2019-09-15 10:00:00+00:00,561.0,57.7900009155,31562.0
2019-09-15 10:15:00+00:00,560.0,53.25,29091.0
2019-09-15 10:30:00+00:00,554.0,57.2700004578,30955.0
2019-09-15 10:45:00+00:00,555.0,57.0999984741,30904.0
2019-09-15 11:00:00+00:00,541.0,75.5299987793,40053.0
2019-09-15 11:15:00+00:00,532.0,77.4800033569,40408.0
2019-09-15 11:30:00+00:00,527.0,79.6699981689,41100.0
2019-09-15 11:45:00+00:00,524.0,81.8600006104,42083.0
2019-09-15 12:00:00+00:00,522.0,82.9700012207,42437.0
2019-09-15 12:15:00+00:00,523.0,83.5800018311,42859.0
2019-09-15 12:30:00+00:00,524.0,83.8600006104,43030.0
2019-09-15 12:45:00+00:00,519.0,83.5699996948,42515.0
2019-09-15 13:00:00+00:00,516.0,83.4700012207,42268.0
2019-09-15 13:15:00+00:00,515.0,83.2200012207,41987.0
2019-09-15 13:30:00+00:00,516.0,81.8600006104,41437.0
2019-09-15 13:45:00+00:00,519.0,79.9400024414,40653.0
2019-09-15 14:00:00+00:00,519.0,78.6999969482,40000.0
2019-09-15 14:15:00+00:00,522.0,75.6100006104,38716.0
2019-09-15 14:30:00+00:00,523.0,72.9100036621,37391.0
2019-09-15 14:45:00+00:00,528.0,69.5,36004.0
2019-09-15 15:00:00+00:00,532.0,65.4000015259,34088.0
2019-09-15 15:15:00+00:00,540.0,61.1500015259,32326.0
2019-09-15 15:30:00+00:00,543.0,56.7799987793,30134.0
2019-09-15 15:45:00+00:00,547.0,51.5600013733,27558.0
2019-09-15 16:00:00+00:00,549.0,46.3600006104,24852.0
2019-09-15 16:15:00+00:00,550.0,40.7400016785,21860.0
2019-09-15 16:30:00+00:00,554.0,35.0299987793,18840.0
2019-09-15 16:45:00+00:00,557.0,29.3400001526,15813.0
2019-09-15 17:00:00+00:00,557.0,23.6000003815,12649.0
2019-09-15 17:15:00+00:00,553.0,17.1599998474,9029.0
2019-09-15 17:30:00+00:00,553.0,10.3199996948,5255.0
2019-09-15 17:45:00+00:00,545.0,5.4899997711,2565.0
2019-09-15 18:00:00+00:00,524.0,3.0199999809,1166.0
2019-09-15 18:15:00+00:00,500.0,1.0900000334,166.0
2019-09-15 18:30:00+00:00,530.0,-0.0700000003,-21.0
2019-09-16 05:45:00+00:00,514.0,0.009999999800000001,4.0
2019-09-16 06:00:00+00:00,593.0,0.1000000015,1.0
2019-09-16 06:15:00+00:00,509.0,1.6399999857,323.0
2019-09-16 06:30:00+00:00,562.0,3.0499999523,1160.0
2019-09-16 06:45:00+00:00,583.0,4.6700000763,2129.0
2019-09-16 07:00:00+00:00,603.0,6.5300002098,3325.0
2019-09-16 07:15:00+00:00,609.0,9.0699996948,4890.0
2019-09-16 07:30:00+00:00,601.0,12.779999733,7035.0
2019-09-16 07:45:00+00:00,609.0,16.9899997711,9657.0
2019-09-16 08:00:00+00:00,610.0,21.5599994659,12414.0
2019-09-16 08:15:00+00:00,600.0,26.6900005341,15264.0
2019-09-16 08:30:00+00:00,592.0,31.8500003815,18080.0
2019-09-16 08:45:00+00:00,587.0,36.7200012207,20755.0
2019-09-16 09:00:00+00:00,580.0,41.8100013733,23446.0
2019-09-16 09:15:00+00:00,572.0,46.9099998474,26068.0
2019-09-16 09:30:00+00:00,564.0,51.9099998474,28492.0
2019-09-16 09:45:00+00:00,559.0,56.3899993896,30724.0
2019-09-16 10:00:00+00:00,552.0,60.5,32569.0
2019-09-16 10:15:00+00:00,547.0,64.4199981689,34424.0
2019-09-16 10:30:00+00:00,542.0,68.0899963379,36117.0
2019-09-16 10:45:00+00:00,537.0,71.2600021362,37482.0
2019-09-16 11:00:00+00:00,531.0,74.7399978638,38878.0
2019-09-16 11:15:00+00:00,526.0,77.4400024414,39952.0
