,Vdc,Idc,Pac,Pdc
2019-09-12 10:00:00+02:00,597.1428571428571,24.6499996185,14130.320652585435,14719.571200761427
2019-09-12 10:15:00+02:00,588.5714285714286,30.600000381500003,17404.77843319525,18010.285938825717
2019-09-12 10:30:00+02:00,584.7619047619049,36.3100013733,20594.276233603363,21232.70556495829
2019-09-12 10:45:00+02:00,574.2857142857143,41.95000076289999,23424.983496256424,24091.28615240828
2019-09-12 11:00:00+02:00,562.8571428571429,47.6599998474,26118.965686829582,26825.771342679433
2019-09-12 11:15:00+02:00,555.2380952380952,52.8400001526,28592.35124174824,29338.781037110282
2019-09-12 11:30:00+02:00,547.6190476190476,57.95999908449999,30988.760577439054,31739.999498654754
2019-09-12 11:45:00+02:00,540.0,62.700000762900004,33093.29588081997,33858.000411966
2019-09-12 12:00:00+02:00,533.3333333333334,67.4100036621,35142.26988687077,35952.00195312
2019-09-12 12:15:00+02:00,526.6666666666666,71.5400009155,36833.11270657215,37677.733815496664
2019-09-12 12:30:00+02:00,520.0,75.1200027466,38226.303101546364,39062.401428232
2019-09-12 12:45:00+02:00,514.2857142857143,78.5800018311,39582.07481670254,40412.57237028001
2019-09-12 13:00:00+02:00,512.3809523809524,81.5500030518,40938.55939638363,41784.668230350864
